feature	k__Bacteria.p__Bacteroidetes.c__Bacteroidia	k__Bacteria.p__Firmicutes.c__Bacilli	k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae	k__Bacteria.__.__	k__Bacteria.p__Firmicutes.c__Clostridia	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria	k__Bacteria.p__Cyanobacteria.c__Chloroplast	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria	k__Bacteria.p__Firmicutes.c__Erysipelotrichi	k__Bacteria.p__Actinobacteria.c__Actinobacteria	k__Bacteria.p__Tenericutes.c__Mollicutes	k__Bacteria.p__Firmicutes.__	k__Bacteria.p__Proteobacteria.c__Betaproteobacteria	k__Bacteria.p__Deferribacteres.c__Deferribacteres	Unassigned.__.__	k__Bacteria.p__Bacteroidetes.__	k__Bacteria.p__Actinobacteria.c__Coriobacteriia
HEB24090	-2.40735970655103	-0.72496725741553	-5.12740843007035	-10.40102859059	-2.52442913122557	-11.4088059411817	-12.9178195886696	-12.750362842818	-9.6710607225486	-13.0332968060895	-9.81606608986883	-15.7702624002557	-15.4807557830607	-16.6182593068106	-16.940187401698	-15.7702624002557	-12.6182593068107
HEB24097	-1.24530803023249	-2.86012507438425	-6.75716265458154	-11.1424982575529	-3.2837437377858	-11.149161987834	-12.3041366478103	-13.0966945679398	-1.61465194519566	-12.9040494899974	-10.7747664730525	-15.2036097718563	-15.3190869892763	-17.8705934942268	-19.0592863614329	-19.1003594874361	-14.6561219765538
HEB24098	-2.32536965486477	-3.41399555741353	-9.05987789515068	-9.17974836765493	-0.518666140949758	-10.4517080032682	-12.3058571368047	-12.2874786074899	-9.4905970166618	-12.7332783605394	-8.8650411963348	-14.3433318422234	-15.1318277370297	-15.1318277370297	-19.0592863614329	-19.1003594874361	-12.7332783605394
HEB24099	-1.04590916046989	-1.90680344739859	-3.52180504413475	-10.4178366693653	-2.67002475006651	-11.3963213487105	-12.6669689386541	-13.3404681139769	-10.6669689386541	-13.2692094308071	-8.65414489829654	-14.5567860209037	-15.2519314393753	-16.0592863614329	-18.0592863614329	-16.8368939400964	-12.7373582665455
HEB24100	-1.20674753130758	-3.13597327975103	-9.94351258356374	-10.3380444274079	-1.16188468618463	-10.7122963118403	-12.4848858157372	-12.687378679636	-9.90278864871045	-12.5196512338979	-8.96581125067252	-14.353641282459	-15.5552751436286	-14.9703126429075	-16.877203238516	-19.1003594874361	-14.7072782370737
HEB24111	-0.900460671355801	-2.02224842611875	-9.24496127875764	-10.2555047729991	-2.23980006215854	-11.2310220877998	-12.8439989646905	-11.9314618059409	-9.29121686971851	-13.2035413513777	-9.69784212918115	-14.7615368044985	-15.3464993052197	-15.7615368044985	-19.0592863614329	-19.1003594874361	-12.8439989646905
HEB24120	-0.914145452515035	-5.17938805083287	-5.61067849340777	-10.3879053106384	-1.25959128570463	-11.1377521961013	-12.0560090466598	-13.1057620818569	-10.7687270945793	-12.529261159884	-9.74882753714163	-14.8511892547713	-15.131297173964	-16.131297173964	-17.9386520960217	-19.1003594874361	-13.3536895953005
HEB24123	-5.24384609507515	-2.89162244012649	-9.61603124812615	-9.22660980617869	-0.265411490246808	-10.2531589387119	-11.88106196165	-11.9802863405528	-9.98848016808454	-11.9118993655726	-9.7459378145376	-14.1224663515122	-14.7923177498199	-15.2073552490987	-16.9298212735698	-17.0818243670149	-13.6223927483776
HEB24139	-1.11468802435203	-1.44936200766738	-9.0234546088848	-10.4072174028305	-2.58680789968955	-11.2795170541109	-12.7389486727482	-13.1322911009277	-10.0588289389867	-13.1109174501351	-9.86746341327086	-15.7389486727482	-15.7389486727482	-16.3910253693279	-17.6134177906643	-17.6134177906643	-13.7065271950558
HEB24140	-1.27499689392913	-0.923245525060491	-10.8045002904914	-11.6741922681457	-4.13852807733552	-11.5426626454404	-12.7831266396988	-13.1887654409754	-10.6807649220692	-13.0126084858216	-11.3894627912126	-15.4555519816703	-15.6481970596127	-16.285626980228	-19.0592863614329	-19.1003594874361	-13.8408421375551
HEB24141	-1.30410747823098	-2.50568654530544	-6.47123455426828	-10.6367910586835	-1.99649692905433	-10.6715564768441	-12.4101986488177	-12.7920692841614	-2.69685209994644	-13.0291084814622	-9.96301929100445	-14.2515009027987	-15.1360236853787	-15.6665384020775	-17.2515009027987	-19.1003594874361	-14.3770317848825
HEB24142	-1.70563421194864	-1.4665518577226	-7.58225807695225	-10.0448339649945	-1.63456919008582	-10.9662241302981	-12.2691512632554	-12.8207936907765	-10.0887773125821	-12.8608711301519	-9.78179955916066	-14.2032633275989	-15.5511866310192	-15.4256557489354	-19.0592863614329	-16.6886901547692	-12.2826977950933
HEB24143	-1.2802111213074	-1.6922398707139	-4.57100386096072	-10.9009671432703	-2.10451325459155	-10.9163971838399	-12.246102629319	-12.5975749998204	-10.3418138288988	-12.7831306529765	-9.1701537760857	-15.2856309935056	-15.2856309935056	-16.8705934942268	-19.0592863614329	-16.8705934942268	-13.3680931536976
HEB24144	-1.28318556800949	-1.53796545124012	-10.2676403112127	-10.71677100916	-2.06033060052076	-11.0946555100214	-12.5849811366044	-13.2768588412421	-10.1193175642556	-12.6315237225415	-9.23358613277641	-14.5622610601044	-15.7549061380468	-15.392336058662	-19.0592863614329	-19.1003594874361	-14.1699436373256
