feature	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__S24.7	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__.Exiguobacteraceae.	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae	k__Bacteria.p__Firmicutes.c__Bacilli.o__Turicibacterales.f__Turicibacteraceae	k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Verrucomicrobiaceae	k__Bacteria.__.__.__.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Leuconostocaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae	k__Bacteria.p__Cyanobacteria.c__Chloroplast.o__Streptophyta.f__	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__mitochondria	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae	k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.__	k__Bacteria.p__Firmicutes.c__Clostridia.__.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptococcaceae	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__	k__Bacteria.p__Tenericutes.c__Mollicutes.o__RF39.f__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__RF32.f__	k__Bacteria.p__Firmicutes.__.__.__	k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Alcaligenaceae	k__Bacteria.p__Deferribacteres.c__Deferribacteres.o__Deferribacterales.f__Deferribacteraceae	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Streptomycetaceae	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Brevibacteriaceae	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Corynebacteriaceae	Unassigned.__.__.__.__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Dermabacteraceae	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.__	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Xanthomonadaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Dehalobacteriaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Mogibacteriaceae.	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae	k__Bacteria.p__Bacteroidetes.__.__.__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.__.__	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae	k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Methylobacteriaceae	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Paenibacillaceae	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiaceae	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__.Thermicanaceae.	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae
HEB24037	0.3365654009786	0.130189334376322	0.00523822447138832	0.00160638883789242	0.00182190435900097	0.0757716652964137	0.000973810873157143	0.000738340211205211	0.0896863850065054	0.0342150844900663	0.000945873675976405	0.198940781124033	0.000490896464747248	0.000221502063361563	8.58071056265515e-05	0.000636568992903952	0.00113145648581988	0.0477486610100494	0.063313670867889	0.000249439260542301	0.00013769047181935	0.000203542436602518	0.00718185518953393	9.57846760482436e-05	4.3901309855445e-05	3.79147676024297e-05	0.000435022070385773	6.18609366144906e-05	5.58743943614754e-05	2.19506549277225e-05	3.19282253494145e-05	1.79596267590457e-05	2.59416830963993e-05	3.99102816867681e-06	7.98205633735363e-06	1.39685985903689e-05	1.19730845060304e-05	9.97757042169204e-06	0	0	9.97757042169204e-06	0.00050087403516894	0.000359192535180913	9.97757042169204e-06	1.59641126747073e-05	0	2.39461690120609e-05	2.19506549277225e-05	8.78026197108899e-05	0	0	0	0	0	0	0
HEB24044	0.412943718053712	0.117558809409506	0.00453601988082799	0.00155671966338144	0.00185323769450171	0.104962088051735	0.000912498941007032	0.000649515687215837	0.0415142893451187	0.0332276693682754	0.000818954562141707	0.173095930643021	0.000457131964643755	0.000181793792889215	0.000164143910084437	0.000737765101239728	0.000928383835531332	0.0461615034876168	0.049334952415916	0.000282398124876451	0.000109429273389625	0.000190618734291604	0.00581563638417441	7.7659484341024e-05	5.8244613255768e-05	4.58896952924233e-05	0.000458896952924233	8.47194374629352e-05	4.94196718533789e-05	3.52997656095564e-05	3.35347773290785e-05	2.11798593657338e-05	1.58848945243004e-05	2.29448476462116e-05	1.76498828047782e-05	1.76498828047782e-05	1.58848945243004e-05	7.05995312191127e-06	0	0	0	0.000351232667815086	0.000559501284911468	0	2.11798593657338e-05	1.05899296828669e-05	0	5.29496484143345e-06	8.82494140238909e-05	0	0	0	0	3.52997656095564e-06	5.29496484143345e-06	0
HEB24059	0.449466625694155	0.169911543273557	0.00465605039618956	0.00161603634847121	0.00182455716762879	0.0265452490177572	0.0010453477907768	0.000554226387760925	0.0236479071094625	0.0457511139401655	0.000910906736319937	0.136221712504664	0.000458197063148884	0.000312781228736364	0.00020577712416866	0.000773721986874163	0.000875238701464036	0.0606905331548102	0.0574392545929454	0.000296319058802871	0.000148159529401436	0.00211538883645383	0.00901303803858733	8.23108496674642e-05	6.85923747228868e-05	4.6642814811563e-05	0.00371770670998046	7.13360697118023e-05	5.2130204789394e-05	2.74369498891547e-05	1.64621699334928e-05	0	2.46932549002393e-05	1.92058649224083e-05	1.37184749445774e-05	8.23108496674642e-06	0	0	2.19495599113238e-05	8.23108496674642e-06	0	0.000331987093658772	0.000908163041331021	0	0	1.64621699334928e-05	2.19495599113238e-05	5.48738997783094e-06	5.76175947672249e-05	0	0	0	0	0	0	0
HEB24081	0.0360351490015314	0.687230842173349	0.00468825029045945	0.00134361163413167	0.00144055768214117	0.0086918191168518	0.000860396176084319	0.00085888139408417	0.00206464786620234	0.0246742840004181	0.000931590930091296	0.149156039208617	0.000355973770034885	0.000160566892015736	0.000142389508013954	0.000496848496048691	0.00134209685213153	0.0287626806188187	0.0376953500736941	0.000131786034012915	5.45321520053441e-05	0.00017571471201722	0.00940528143892172	6.96799720068286e-05	3.63547680035628e-05	4.3928678004305e-05	0.00125575427812306	3.78695500037112e-05	3.0295640002969e-05	1.66626020016329e-05	3.18104220031174e-05	2.42365120023752e-05	1.66626020016329e-05	1.3633038001336e-05	1.51478200014845e-05	1.81773840017814e-05	9.08869200089069e-06	3.0295640002969e-06	0	1.21182560011876e-05	9.08869200089069e-06	0.000204495570020041	0.00124818036812232	0	0	0	1.51478200014845e-05	3.78695500037112e-05	0.000143904290014103	0	0	7.57391000074224e-06	0	0	0	0
HEB24106	0.356101492018271	0.034941382608056	0.00448909576068856	0.00136261193480863	0.001481318005203	0.026921199232256	0.00322011114900788	0.00095968006206154	0.0083930207518274	0.0302817513659558	0.000807535661978613	0.352167472530412	0.000529997525563603	0.000188926562740338	8.6939657190244e-05	0.000675454259708819	0.00082425482682289	0.0735108239873202	0.0984992877635776	0.000242427890242027	0.000143784817660788	0.00041965103759137	0.00203305044506417	9.86430725812384e-05	4.68136615639776e-05	5.18294110172609e-05	0.000531669442048031	7.52362417992496e-05	3.34383296885554e-05	2.34068307819888e-05	4.3469828595122e-05	2.67506637508443e-05	1.83910813287055e-05	1.50472483598499e-05	1.67191648442777e-05	0	2.1734914297561e-05	0	0	0	0	0.000252459389148593	0.000255803222117449	0	0	0	1.83910813287055e-05	1.83910813287055e-05	0.000145456734145216	3.34383296885554e-06	1.33753318754222e-05	8.35958242213885e-06	0	0	0	0
HEB24110	0.104141788807319	0.0119122471881237	0.00569142602602431	0.00180234201666995	0.00194282875180962	0.00415463820382569	0.00117871797287921	0.00134833000676735	0.00878384745196467	0.0679767340260586	0.00101424569759374	0.475165543058328	0.000678448135552567	0.000203877091239281	0.000152479505212572	0.000753831261725074	0.000722992710109049	0.113343669958968	0.193462227057403	0.000234715642855307	8.05228847751784e-05	0.0004660047799755	0.00241568654325535	9.25156548480773e-05	7.36698733049504e-05	4.79710802915956e-05	0.00028439997601446	8.39493905102924e-05	5.31108388942666e-05	3.42650573511397e-05	4.28313216889247e-05	4.28313216889247e-05	2.22722872782408e-05	2.56987930133548e-05	1.71325286755699e-05	0	8.56626433778493e-06	3.42650573511397e-06	1.71325286755699e-05	0	0	0.00100053967465328	0.000399187918140778	0	0	0	0	2.74120458809118e-05	6.85301147022795e-05	0	1.37060229404559e-05	0	0	5.13975860267096e-06	0	8.56626433778493e-06
HEB24113	0.17881438831277	0.0186779406887595	0.0058107290862524	0.00179198983331429	0.00201215654689412	0.0126693402523278	0.0012178842257517	0.00085837149091882	0.0340505937533966	0.077534913145625	0.00101165211429718	0.449078783453496	0.00070787778796552	0.000214592872729705	0.000103116055727261	0.000746894673916376	0.000922470660695225	0.074753566561414	0.131695924686262	0.000239675156555255	0.000103116055727261	0.000342791212282516	0.00392398395848603	0.000128198339552811	6.96730106265276e-05	6.40991697764054e-05	0.000510006437786182	0.000117050657852566	6.68860902014665e-05	2.22953634004888e-05	5.01645676510999e-05	3.62299655257943e-05	2.50822838255499e-05	2.50822838255499e-05	2.22953634004888e-05	2.7869204250611e-05	0	0	0	0	0	0.000746894673916376	0.000660500140739481	2.50822838255499e-05	0	0	0	3.34430451007332e-05	6.13122493513443e-05	0	1.39346021253055e-05	0	1.11476817002444e-05	0	0	0
HEB24122	0.298548454927539	0.102459576817592	0.00394234068738116	0.00141258607744842	0.00175573484146785	0.382386406148813	0.00075982940604303	0.000575354694558899	0.0609243860088187	0.018394579797568	0.000753379241305823	0.0708073284191678	0.000461831795184049	0.000162544151377626	0.000108362767585084	0.000571484595716575	0.00185119727957852	0.0170839063229675	0.0233534664475331	0.000207695304538078	0.000130293327691589	0.000310897940333396	0.0104570070719606	9.03023063209034e-05	5.54714167399835e-05	4.77312190553347e-05	0.00135711466070843	6.83717462143983e-05	3.22508236860369e-05	2.7090691896271e-05	2.58006589488296e-05	2.06405271590636e-05	1.16102965269733e-05	1.67704283167392e-05	1.54803953692977e-05	1.16102965269733e-05	1.29003294744148e-05	6.45016473720739e-06	0	1.03202635795318e-05	5.16013178976591e-06	0.000144483690113445	0.000501822816554735	1.16102965269733e-05	0	1.29003294744148e-05	0	9.03023063209034e-06	8.3852141583696e-05	2.58006589488296e-06	0	0	0	0	0	0
HEB24133	0.347877710579854	0.274322600953115	0.0044531161397686	0.00149748760001574	0.00149054407173128	0.125744982722187	0.00140259271346142	0.000671207734164705	0.0872824650451214	0.0189951788768612	0.0008077637904258	0.0757654661306263	0.000386523074501744	0.000247652508812495	0.000120354490264016	0.000571683828754076	0.000979037488109208	0.0255475550679656	0.0143059827754208	0.000219878395674645	0.000108781943123245	0.000131927037404787	0.0140097255686171	9.72093959824745e-05	5.55482262756997e-05	6.24917545601622e-05	0.00141416526060219	3.93466602786206e-05	4.16611697067748e-05	2.77741131378499e-05	3.24031319941582e-05	3.0088622566004e-05	1.85160754252332e-05	1.15725471407708e-05	1.15725471407708e-05	1.38870565689249e-05	9.25803771261662e-06	0	0	9.25803771261662e-06	9.25803771261662e-06	0.000108781943123245	0.00098598101639367	0	0	1.15725471407708e-05	0	0	6.48062639883164e-05	0	0	0	0	0	0	4.62901885630831e-06
HEB24134	0.455372961084978	0.00957644063514917	0.00311564542733215	0.00106001291168375	0.00167752822160544	0.307453277701918	0.00353502748273351	0.00042763760767304	0.0849199128874124	0.0119771552357538	0.000534959787204885	0.0484089074106791	0.000378104294042959	0.000158506603616262	7.9253301808131e-05	0.000526704234933204	0.000797486349444319	0.0382099981342452	0.0182728393981372	0.000191528812702983	0.000102368848168836	0.000599353094923991	0.00855605437436948	7.42999704451229e-05	4.62310927214098e-05	4.95333136300819e-06	0.00289604773690546	4.45799822670737e-05	2.97199881780491e-05	2.6417767269377e-05	2.97199881780491e-05	2.31155463607049e-05	1.65111045433606e-05	8.25555227168032e-06	0	9.90666272601638e-06	1.32088836346885e-05	0	2.6417767269377e-05	0	0	0.000123833284075205	0.000609259757650008	0	0	0	2.31155463607049e-05	2.14644359063688e-05	3.30222090867213e-05	3.30222090867213e-06	0	4.95333136300819e-06	0	0	0	0
HEB24135	0.44716585422228	0.184752316555867	0.00469847356445529	0.0015099529963189	0.00184528760152397	0.0714850018282367	0.00139628024879175	0.000530472821793339	0.0818216436700383	0.0229505277257304	0.000839283785908747	0.0900989142358065	0.000486898268574601	0.000179981850251312	0.000125040022279859	0.000771080137392461	0.00079381468689789	0.0264251247084768	0.0250591571923589	0.000282287323025741	0.000172403667082835	0.000151563663369525	0.0334406277766937	6.06254653478102e-05	6.82036485162865e-05	6.25200111399293e-05	0.00170698575869928	9.09381980217153e-05	4.54690990108576e-05	3.22072784660242e-05	3.59963700502623e-05	2.46290952975479e-05	2.46290952975479e-05	0	0	1.32618205448335e-05	2.08400037133098e-05	0	9.47272896059534e-06	4.54690990108576e-05	0	0.000151563663369525	0.00050773827228791	0	0	0	0	3.03127326739051e-05	5.87309195556911e-05	7.57818316847627e-06	0	0	9.47272896059534e-06	0	0	1.13672747527144e-05
HEB24136	0.406101337508642	0.134180180123302	0.00371863389133887	0.00116799196926603	0.00160362140645174	0.253462149168358	0.00806703642556577	0.000973852763563701	0.0469895796175931	0.0108717955193303	0.000659757625882702	0.0486973732807632	0.000421424129451391	0.00017993389796801	8.68102139319345e-05	0.00063766048051821	0.000850740096532958	0.017232616649252	0.0132093578253884	0.000190982470650256	8.52318464058993e-05	0.000105750624244357	0.0474725600805599	6.31347010414069e-05	5.36644958851959e-05	4.73510257810552e-05	0.00204240757868951	5.36644958851959e-05	1.89404103124221e-05	2.20971453644924e-05	4.41942907289848e-05	1.26269402082814e-05	1.10485726822462e-05	1.10485726822462e-05	1.10485726822462e-05	9.47020515621103e-06	6.31347010414069e-06	4.73510257810552e-06	0	0	0	5.99779659893365e-05	0.000402483719138969	0	9.47020515621103e-06	0	0	0	0.000138896342291095	6.31347010414069e-06	0	0	0	0	4.73510257810552e-06	0
HEB24137	0.295157097456295	0.115980302858816	0.00505902495198777	0.00158094529749618	0.00205702541549219	0.270875214909751	0.000891078258588755	0.000713221912620435	0.090634875293957	0.0184323849458077	0.00096114287972779	0.102075170355838	0.000485062761731782	0.000217379978405724	0.000102402138587821	0.000768914303782232	0.0133535981776012	0.0429172752407798	0.0263730420082317	0.000253310553348819	0.000120367426059368	0.000282055013303295	0.00836284131800535	8.26403223691184e-05	6.10819774032614e-05	5.38958624146424e-05	0.000928805362279005	7.36576786333446e-05	4.31166899317139e-05	3.95236324374044e-05	5.38958624146424e-05	2.1558344965857e-05	2.33548737130117e-05	8.98264373577374e-06	1.79652874715475e-05	1.79652874715475e-05	7.18611498861899e-06	5.38958624146424e-06	0	1.4372229977238e-05	3.5930574943095e-06	0.000118570897312213	0.000630581590251316	0	7.18611498861899e-06	1.61687587243927e-05	1.79652874715475e-05	5.03028049203329e-05	4.85062761731782e-05	0	0	0	0	0	0	0
HEB24138	0.412138993362916	0.159951132051616	0.00374583182905967	0.00127806136827209	0.00148675553686956	0.157155848844489	0.000796693796908584	0.000574289792417851	0.115263160299971	0.0181533460377813	0.000688538424861721	0.0735883058146461	0.000364072308721131	0.000166041345818424	8.07357002603345e-05	0.00053468359983731	0.000796693796908584	0.0140754315170847	0.0311807367665809	0.000230020579986991	0.000117295262642373	9.29222210543473e-05	0.00547022452141248	7.00724945655734e-05	3.19896170842835e-05	4.8746083176051e-05	0.000999294705109046	3.65595623820383e-05	2.43730415880255e-05	1.98030962902707e-05	1.98030962902707e-05	1.82797811910191e-05	1.5233150992516e-05	1.37098358932644e-05	9.13989059550957e-06	1.06632056947612e-05	7.61657549625798e-06	0	0	0	0	7.9212385161083e-05	0.000495077407256768	0	9.13989059550957e-06	0	0	6.09326039700638e-06	0.000135575043833392	4.56994529775479e-06	0	9.13989059550957e-06	0	0	0	6.09326039700638e-06
